uid	tcga_g5_6641_01a_11r_a32z_07_bed	tcga_ag_3605_01a_01r_0826_07_bed	tcga_ag_a025_01a_01r_a00a_07_bed	tcga_ei_6883_01a_31r_1928_07_bed	tcga_af_3400_11a_01r_a32z_07_bed	tcga_ei_6512_01a_11r_1736_07_bed	tcga_dc_5869_01a_01r_1660_07_bed	tcga_af_a56k_01a_32r_a39d_07_bed	tcga_af_2691_01a_01r_0821_07_bed	tcga_ag_3882_01a_01r_0905_07_bed	tcga_ah_6549_01a_11r_1830_07_bed	tcga_ei_6509_01a_11r_1736_07_bed	tcga_dc_6155_01a_11r_1660_07_bed	tcga_ag_a01j_01a_01r_a00a_07_bed	tcga_ag_3902_01a_01r_a32z_07_bed	tcga_f5_6464_01a_11r_1736_07_bed	tcga_ag_3901_01a_01r_1119_07_bed	tcga_af_6136_01a_11r_1830_07_bed	tcga_ei_6508_01a_11r_1736_07_bed	tcga_ag_3742_11a_01r_1660_07_bed	tcga_dc_6158_01a_11r_1660_07_bed	tcga_af_a56n_01a_12r_a39d_07_bed	tcga_f5_6702_01a_11r_1830_07_bed	tcga_dy_a1dg_01a_11r_a32y_07_bed	tcga_af_2693_01a_02r_1736_07_bed	tcga_f5_6863_01a_11r_1928_07_bed	tcga_af_5654_01a_01r_1660_07_bed	tcga_dc_6681_01a_11r_a32z_07_bed	tcga_ag_a01n_01a_01r_a00a_07_bed	tcga_dc_4749_01a_01r_1736_07_bed	tcga_bm_6198_01a_11r_1736_07_bed	tcga_ei_6506_01a_11r_1736_07_bed	tcga_ag_3742_01a_11r_1660_07_bed	tcga_ag_3728_01a_01r_0905_07_bed	tcga_ag_3609_01a_02r_0826_07_bed	tcga_ci_6623_01b_11r_1830_07_bed	tcga_ag_a011_01a_01r_a002_07_bed	tcga_dc_6156_01a_11r_1660_07_bed	tcga_ag_4005_01a_01r_1119_07_bed	tcga_ah_6544_01a_11r_1830_07_bed	tcga_af_3400_01a_01r_0821_07_bed	tcga_af_6655_01a_11r_1830_07_bed	tcga_ag_a00y_01a_02r_a002_07_bed	tcga_ag_3725_01a_11r_1736_07_bed	tcga_ag_3727_01a_01r_0905_07_bed	tcga_ag_3731_11a_01r_1736_07_bed	tcga_ag_a00c_01a_01r_a002_07_bed	tcga_ag_3731_01a_11r_1736_07_bed	tcga_ag_3578_01a_01r_0821_07_bed	tcga_ef_5831_01a_01r_1660_07_bed	tcga_ag_a032_01a_01r_a00a_07_bed	tcga_ci_6624_01c_11r_1830_07_bed	tcga_ci_6620_01a_11r_1830_07_bed	tcga_af_2689_11a_01r_a32z_07_bed	tcga_dy_a1de_01a_11r_a155_07_bed	tcga_ag_3890_01a_01r_1119_07_bed	tcga_ag_3601_01a_01r_0826_07_bed	tcga_af_2692_11a_01r_a32z_07_bed	tcga_ag_a01y_01a_41r_a083_07_bed	tcga_f5_6861_01a_11r_1928_07_bed	tcga_af_2692_01a_01r_0821_07_bed	tcga_af_2687_01a_02r_1736_07_bed	tcga_ag_a02n_01a_11r_a083_07_bed	tcga_ag_4008_01a_01r_1119_07_bed	tcga_dc_6157_01a_11r_1660_07_bed	tcga_ah_6547_01a_11r_1830_07_bed	tcga_ag_3591_01a_01r_1736_07_bed	tcga_ag_3575_01a_01r_0821_07_bed	tcga_ei_6514_01a_11r_1736_07_bed	tcga_ag_a01w_01a_21r_a083_07_bed	tcga_dc_5337_01a_01r_1660_07_bed	tcga_ag_3587_01a_01r_0821_07_bed	tcga_ag_3592_01a_02r_1736_07_bed	tcga_f5_6465_01a_11r_1736_07_bed	tcga_ag_3883_01a_02r_0905_07_bed	tcga_ei_6885_01a_11r_1928_07_bed	tcga_ag_3893_01a_01r_1119_07_bed	tcga_ag_3600_01a_01r_0826_07_bed	tcga_ah_6903_01a_11r_1928_07_bed	tcga_ag_3584_01a_01r_0821_07_bed	tcga_ag_3894_01a_01r_1119_07_bed	tcga_ei_6882_01a_11r_1928_07_bed	tcga_ag_3892_01a_01r_1119_07_bed	tcga_ag_3726_01a_02r_0905_07_bed	tcga_ag_3999_01a_01r_1119_07_bed	tcga_ag_3885_01a_01r_0905_07_bed	tcga_cl_4957_01a_01r_1736_07_bed	tcga_ag_3599_01a_02r_0826_07_bed	tcga_af_3913_01a_02r_1119_07_bed	tcga_ag_3581_01a_01r_0821_07_bed	tcga_f5_6571_01a_12r_1830_07_bed	tcga_f5_6810_01a_11r_1830_07_bed	tcga_ef_5830_01a_01r_1660_07_bed	tcga_af_a56l_01a_31r_a39d_07_bed	tcga_ag_3583_01a_01r_0821_07_bed	tcga_ag_3580_01a_01r_0821_07_bed	tcga_ag_a002_01a_01r_a002_07_bed	tcga_ag_3881_01a_01r_0905_07_bed	tcga_dy_a1df_01a_11r_a155_07_bed	tcga_ag_3594_01a_02r_0821_07_bed	tcga_ah_6643_01a_11r_1830_07_bed	tcga_ei_6510_01a_11r_1736_07_bed	tcga_af_6672_01a_11r_1830_07_bed	tcga_ag_a014_01a_02r_a002_07_bed	tcga_af_2691_11a_01r_a32z_07_bed	tcga_ag_4007_01a_01r_1119_07_bed	tcga_ag_a023_01a_01r_a00a_07_bed	tcga_af_5654_11a_11r_1660_07_bed	tcga_ag_3593_01a_01r_0821_07_bed	tcga_ag_3887_01a_01r_1119_07_bed	tcga_ei_7002_01a_11r_1928_07_bed	tcga_ag_3732_11a_01r_1660_07_bed	tcga_ag_3725_11a_01r_1736_07_bed	tcga_g5_6235_01a_11r_1736_07_bed	tcga_ag_3611_01a_01r_0826_07_bed	tcga_dc_6154_01a_31r_1928_07_bed	tcga_ag_a01l_01a_01r_a002_07_bed	tcga_ah_6643_11a_01r_1830_07_bed	tcga_af_3911_01a_01r_1736_07_bed	tcga_ag_4001_01a_02r_1119_07_bed	tcga_ag_a016_01a_01r_a002_07_bed	tcga_dy_a1dd_01a_21r_a155_07_bed	tcga_ag_a02g_01a_01r_a00a_07_bed	tcga_ag_3898_01a_01r_1119_07_bed	tcga_ag_a036_01a_12r_a083_07_bed	tcga_f5_6812_01a_11r_1830_07_bed	tcga_ei_6513_01a_21r_1736_07_bed	tcga_ag_a020_01a_21r_a083_07_bed	tcga_af_2690_01a_02r_1736_07_bed	tcga_ag_3909_01a_01r_1119_07_bed	tcga_dt_5265_01a_21r_1830_07_bed	tcga_ag_3732_01a_11r_1660_07_bed	tcga_ag_a015_01a_01r_a002_07_bed	tcga_ci_6622_01a_11r_1830_07_bed	tcga_ei_6881_01a_11r_a32z_07_bed	tcga_ei_6884_01a_11r_1928_07_bed	tcga_ag_a008_01a_01r_a002_07_bed	tcga_ah_6897_01a_11r_1928_07_bed	tcga_ag_4015_01a_01r_1119_07_bed	tcga_cl_5917_01a_11r_1660_07_bed	tcga_ag_a026_01a_01r_a00a_07_bed	tcga_f5_6814_01a_31r_1928_07_bed	tcga_dy_a1dc_01a_31r_a155_07_bed	tcga_ci_6619_01b_11r_1830_07_bed	tcga_dy_a0xa_01a_11r_a155_07_bed	tcga_af_4110_01a_02r_1736_07_bed	tcga_dc_6682_01a_11r_1830_07_bed	tcga_ag_3598_01a_01r_0826_07_bed	tcga_ag_3582_01a_01r_0821_07_bed	tcga_ag_3878_01a_02r_0905_07_bed	tcga_f5_6811_01a_11r_1830_07_bed	tcga_ag_4021_01a_01r_1736_07_bed	tcga_ag_3602_01a_02r_0826_07_bed	tcga_ag_3586_01a_02r_0821_07_bed	tcga_cl_5918_01a_11r_1660_07_bed	tcga_dy_a1h8_01a_21r_a155_07_bed	tcga_f5_6813_01a_11r_1830_07_bed	tcga_ag_3612_01a_01r_0826_07_bed	tcga_dc_6683_01a_11r_1830_07_bed	tcga_ag_3574_01a_01r_0821_07_bed	tcga_ag_a02x_01a_01r_a00a_07_bed	tcga_g5_6572_02a_12r_1830_07_bed	tcga_g5_6572_01a_11r_1830_07_bed	tcga_ag_a00h_01a_01r_a00a_07_bed	tcga_dc_6160_01a_11r_1660_07_bed	tcga_g5_6233_01a_11r_1736_07_bed	tcga_f5_6864_01a_11r_1928_07_bed	tcga_ag_4022_01a_01r_1736_07_bed	tcga_ag_3608_01a_01r_0826_07_bed	tcga_ah_6644_01a_21r_1830_07_bed	tcga_dc_4745_01a_01r_a32z_07_bed	tcga_ei_6917_01a_11r_1928_07_bed	tcga_ei_7004_01a_11r_1928_07_bed	tcga_ci_6621_01a_11r_1830_07_bed	tcga_ag_3896_01a_01r_1119_07_bed	tcga_ei_6507_01a_11r_1736_07_bed	tcga_ei_6511_01a_11r_1736_07_bed
CHTF18:ENSG00000127586:I7.1-E8.1|ENSG00000127586:E7.2-E8.1	0.0	0	0.0	0.0	0.0	0.1	0.0	0.43	0	0.43	0.28	0.0	0	0.0	0.26	0.0	0	0.28	0.16	0	0.0	0.3	0.16	0.24	0.0	0.0	0.2	0.0	0.0	0.0	0.42	0.24	0.2	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.3	0.36	0.0	0.0	0.0	0	0.0	0.0	0.0	0.23	0.0	0.2	0.38	0.0	0.0	0.44	0.0	0.33	0.39	0	0.0	0.0	0.0	0.0	0	0.0	0.35	0.0	0.32	0.21	0.21	0.48	0.0	0	0.0	0.0	0.39	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.27	0	0	0	0.0	0.37	0.36	0.0	0.0	0.42	0.0	0.0	0	0.0	0.0	0.27	0.0	0.29	0	0.0	0.0	0	0.0	0.0	0	0.16	0.56	0.35	0.49	0.0	0.47	0	0.0	0.0	0.43	0.0	0.0	0.0	0.33	0.0	0.0	0.08	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.33	0.4	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.13	0.3	0.0	0.0	0.29	0.0	0.0	0.23	0.0	0.0	0.0	0.22	0.0
APOL2:ENSG00000128335:E9.1-E10.1|ENSG00000128335:U0.1_36267271-E10.4_36226415	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0	1.0	0.88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	0.93	0.86	1.0	0	1.0	0.57	1.0	1.0	0.85	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.76	1.0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.73	0	1.0	1.0	0.92	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.82	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.79	0	1.0	0.96
ILF3:ENSG00000129351:I22.1-E23.1|ENSG00000129351:E22.4-E23.1	0.26	0.0	0.2	0.09	0.0	0.07	0.03	0.33	0.14	0.0	0.04	0.08	0	0.25	0.17	0.0	0.0	0.15	0.17	0.04	0.02	0.18	0.02	0.42	0.03	0.16	0.12	0.05	0.36	0.11	0.28	0.17	0.12	0.0	0.17	0.03	0.18	0.05	0.14	0.06	0.18	0.19	0.38	0.13	0.0	0.05	0.41	0.06	0.39	0.03	0.19	0.02	0.14	0.03	0.18	0.36	0.08	0.05	0.27	0.08	0.37	0.11	0.4	0.11	0.11	0.13	0.09	0.18	0.03	0.29	0.0	0.24	0.07	0.07	0.63	0.05	0.25	0.16	0.06	0.35	0.09	0.03	0.15	0.0	0.23	0.0	0.07	0.19	0.0	0.16	0.1	0.11	0.02	0.25	0.24	0.25	0.09	0.0	0.41	0.31	0.09	0.07	0.22	0.21	0.04	0.17	0.36	0.1	0.4	0.14	0.13	0.02	0.0	0.07	0.48	0.18	0.21	0.11	0.11	0.27	0.13	0.27	0.27	0.23	0.24	0.06	0.07	0.43	0.06	0.0	0.22	0.14	0.33	0.06	0.06	0.09	0.19	0.03	0.21	0.07	0.31	0.1	0.1	0.18	0.2	0.06	0.03	0.21	0.28	0.0	0.06	0.09	0.19	0.2	0.12	0.77	0.0	0.11	0.09	0.18	0.18	0.07	0.03	0.2	0.09	0.13	0.16	0.16	0.14	0.1	0.07	0.08	0.07	0.08	0.0	0.11	0.02
DTD2:ENSG00000129480:E1.4-E2.1|ENSG00000129480:E1.3-E2.1	0.53	0.54	0.5	0.65	0.6	0.45	0.56	0.43	0.42	0	0.45	0.62	0	0.5	0.45	0.55	0.67	0.59	0.37	0.62	0.67	0.52	0.34	0.41	0.6	0.35	0.28	0.48	0.45	0.53	0.62	0.53	0.5	0.33	0.64	0.71	0	0.55	0.44	0.56	0.55	0.61	0.69	0.75	0.11	0.48	0.56	0.52	0.71	0.74	0	0.56	0.46	0.47	0.56	0	0.46	0.59	0.49	0.41	0.33	0.5	0.67	0.15	0.38	0.63	0.51	0.59	0.51	0.58	0.44	0.38	0.56	0.62	0.43	0.62	0.67	0.7	0.59	0	0.67	0.57	0.7	0.56	0.53	0.7	0.49	0.5	0.82	0.47	0.31	0.61	0.52	0.54	0.41	0.38	0.38	0.67	0.42	0.73	0.48	0.59	0.47	0.64	0.59	0.47	0	0.73	0	0.29	0.41	0.38	0.64	0.53	0.39	0.71	0.58	0.37	0.53	0.39	0.54	0.3	0.27	0.54	0.73	0.4	0.47	0.47	0.46	0.58	0.33	0.55	0.19	0.47	0.47	0.73	0.67	0.5	0.61	0.43	0.43	0.63	0.85	0.64	0.47	0.46	0.67	0.62	0.77	0.3	0.62	0.53	0.64	0.69	0.32	0.22	0.43	0.75	0.32	0.5	0.79	0.53	0.41	0.36	0.49	0.69	0.65	0.68	0.47	0.55	0.57	0.52	0.73	0.37	0.64	0.56	0.51
ERMARD:ENSG00000130023:E17.1-E18.2|ENSG00000130023:E16.2-E18.2	1.0	1.0	1.0	0.92	1.0	1.0	0.88	0.8	1.0	0	1.0	1.0	0	0	0.93	1.0	1.0	0.63	1.0	1.0	0.88	0.9	0.94	0.76	1.0	0.87	1.0	0.95	0.96	1.0	0.72	1.0	0.93	0	1.0	0.98	0.81	0.92	0	0.91	0	1.0	1.0	0.81	0	1.0	0.88	1.0	0.73	1.0	1.0	1.0	0.93	1.0	0.78	0	1.0	1.0	1.0	0.97	0	0.91	1.0	1.0	0.9	0.95	1.0	1.0	0.94	0.9	0.92	1.0	0.89	0.87	0	1.0	0.93	1.0	0.94	0	1.0	1.0	0	0	0.91	0	1.0	0	0	1.0	0.91	0.81	0.89	0.9	1.0	0.83	0.8	0	0.85	1.0	0.94	1.0	0.94	1.0	1.0	0	0	0	1.0	0	1.0	0.89	1.0	0.93	0	0.96	0.91	0.95	0.9	1.0	0.93	0.82	1.0	0.89	1.0	1.0	0.92	1.0	1.0	1.0	1.0	1.0	0.8	1.0	1.0	0.74	0	0.95	0.94	1.0	1.0	1.0	1.0	1.0	0.93	0.93	0.79	1.0	1.0	0	0.95	0.93	0.83	1.0	1.0	0.76	1.0	0.71	0.9	0.93	0	1.0	1.0	0.92	0.81	1.0	1.0	0.85	1.0	0.89	1.0	0.88	0.88	0.92	1.0	1.0	1.0
LAMA5:ENSG00000130702:I65.1-E66.1|ENSG00000130702:E65.1-E66.2	0	0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.1	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.26	0.0	0.0	0	0.07	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.11	0.08	0.18	0.24	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.04	0.0	0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.0	0.0	0.23	0.0	0.21	0.0	0.0	0.0	0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.5	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.25	0.12	0.16	0	0.0	0	0.3	0.0	0.1	0	0.09	0.0
EPS8L1:ENSG00000131037:E15.5-E17.18|ENSG00000131037:E16.4-E17.18	0.92	0	0.91	0.92	0.95	0.97	0.97	0.54	1.0	0.64	0.79	0.96	0	0.94	0.76	0.92	0.89	0.82	0.77	0.96	0.95	0.89	0.81	1.0	0.84	0.78	0.86	0.93	0.87	0.83	0.6	0.92	0.95	0	0.94	0.88	0.82	0.72	0.94	0.93	0.92	0.89	1.0	0.9	1.0	0.96	0.89	0.98	0.64	0.92	0.69	0.93	0.91	0.97	0.9	0.85	0.96	0.96	0	0.88	0.93	0.79	1.0	0.92	0.86	0.84	0.89	0.93	0.95	1.0	0.97	0.9	0.83	0.92	0	0.67	0.96	0.87	0.88	0.95	1.0	0.8	0.9	0.86	1.0	0.93	0.96	1.0	0.73	0.96	0.72	0.89	1.0	0.78	1.0	0.92	0.69	0.89	0.85	1.0	0.67	0.9	0.78	0.98	0.96	0.93	0.93	0.95	0.92	1.0	0.75	1.0	0.92	0.86	0.85	0.92	0.94	0.96	0.95	0	0.93	0.74	1.0	0	0	0.84	0.96	0.95	0.92	0.85	0.79	0.67	0.95	0.95	0.95	0.95	0.95	0.95	0.91	0.99	0.62	0.91	0.88	0.81	0.76	0.93	0.95	0.85	0	0.8	0.86	0.76	0.97	0.83	0.83	0.85	0.92	1.0	0.95	0.93	1.0	0.7	0.71	0.79	0.86	0.73	0.7	0.74	1.0	0.91	0.96	0.86	0.88	0.97	0.95	0.59	0.95
DHX30:ENSG00000132153:E3.2-E4.1|ENSG00000132153:E3.2-E5.1	0.65	0.93	0.55	0.57	0.57	0.57	0.57	0.56	0	0	0.38	0.3	1.0	0	0.46	0.22	0	0.79	0.44	0.47	0.35	0.56	0.51	0.82	0.43	0.68	0.52	0.39	0.62	0.75	0.39	0.45	0.46	0	0.78	0.46	0.22	0.4	0.71	0.45	0.55	0.67	0.56	0.55	0	0.35	0	0.34	0.38	0.68	0.73	0.52	0.45	0.45	0.77	0	0.88	0.33	0.43	0.47	0.11	0.46	0.64	0	0.44	0.48	0.62	0.8	0.52	0.63	0.78	0.69	0.49	0.38	0	0.38	0.5	0	0.53	0	0.44	0.25	0.83	0	0.5	0	0.54	0.46	0	0	0.47	0.52	0.57	0.42	0.67	0.69	0.2	0	0.66	0.23	0.42	0.58	0.51	0.67	0.26	0.42	0.54	0.61	0.29	0.67	0.39	0.23	0.77	0.71	0	0.65	0.54	0.29	0.65	0.5	0	0.84	0.31	0	0.69	0.63	0.7	0.58	0.49	0	0.6	0.42	0	0.5	0.43	0.42	0	0.62	0.78	0.59	0.62	0.64	0.58	0.42	0.71	0.61	0.76	0.92	0	0	0.62	0.34	0.86	0	0.79	0.95	0.65	0.7	0.51	0.78	0.45	0.69	0.34	0.62	0.35	0.73	0.38	0.44	0	0.33	0.66	0.44	0.51	0.66	0.71	0.54	0.57
LPIN3:ENSG00000132793:E9.1-E10.1|ENSG00000132793:E9.1-E10.1_41352638	0.93	0	0.89	0.84	1.0	0.82	0.68	0.56	0.81	0	0.79	0.65	0	0.79	0.45	0.81	0	0.9	0.81	0.92	0.65	0.68	0.87	0.7	0.86	0.77	0.72	1.0	0.86	0.61	0.33	0.78	0.84	0	1.0	0.89	0.71	0.71	0	0.95	0	0.83	0.64	0.87	0	0.89	0	0.78	0.8	1.0	0.52	0.81	0.85	0.78	0.81	0.88	0.87	0.9	0.85	0.8	0.93	0.61	0	1.0	0.93	0.84	0.83	0	1.0	0	0.7	0	0.67	0.87	0	0.68	0.87	0	0.95	0.58	1.0	0.82	0	0	1.0	0	0.91	0.93	0	0	0.77	0.9	0.91	0.56	0.64	0	0.89	0	0.86	0	0.96	0.79	0.87	0.64	1.0	0.96	1.0	0.85	0.59	0	0.65	0.81	0.75	0.75	1.0	0.84	0.83	0.86	0.78	0.8	0.89	0.72	0.9	0.82	0.9	0.69	0.78	1.0	0.93	0.92	0.31	0.84	0	0.94	0.62	0.78	0.92	0.64	0	0.82	0.59	0.63	0.82	0.61	0.67	0.86	0	0	1.0	0	0.76	0.9	0	0	0.63	0.88	0.97	1.0	0.94	0.75	0	0.86	0.96	0.68	0.88	0.71	0.6	0.66	0.94	0.86	0.92	0.61	0.79	1.0	1.0	0.78	0.98
CNDP2:ENSG00000133313:E2.10-E4.9|ENSG00000133313:E2.10-E4.11	0.38	0.56	0.44	0.33	0.35	0.32	0.4	0.4	0.42	0.64	0.4	0.38	0	0.31	0.36	0.4	0.56	0.46	0.44	0.26	0.47	0.48	0.34	0.29	0.41	0.4	0.42	0.48	0.49	0.51	0.41	0.44	0.33	0.56	0.57	0.47	0.4	0.38	0.45	0.38	0.54	0.51	0.54	0.49	0.58	0.42	0.51	0.46	0.47	0.57	0.26	0.44	0.46	0.44	0.57	0.49	0.59	0.37	0.35	0.36	0.42	0.52	0.54	0.65	0.5	0.42	0.4	0.65	0.36	0.45	0.47	0.39	0.46	0.38	0.59	0.38	0.53	0.38	0.35	0.48	0.52	0.47	0.56	0.24	0.26	0.44	0.33	0.59	0.56	0.5	0.31	0.52	0.43	0.46	0.42	0.29	0.5	0.47	0.53	0.55	0.43	0.48	0.46	0.38	0.36	0.4	0.48	0.31	0.54	0.6	0.28	0.4	0.32	0.42	0.5	0.52	0.42	0.34	0.34	0.49	0.43	0.43	0.3	0.35	0.5	0.43	0.48	0.47	0.42	0.6	0.37	0.59	0.59	0.44	0.36	0.41	0.47	0.47	0.4	0.3	0.36	0.44	0.47	0.42	0.29	0.3	0.31	0.39	0.49	0.45	0.41	0.46	0.5	0.42	0.45	0.13	0.48	0.52	0.31	0.47	0.39	0.35	0.29	0.67	0.42	0.41	0.24	0.44	0.69	0.42	0.59	0.45	0.48	0.51	0.49	0.51	0.4
PRPF38B:ENSG00000134186:I5.1-E6.1|ENSG00000134186:E5.1-E6.2	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.2	0.0	0	0.19	0.15	0	0.0	0.15	0.0	0.0	0.0	0.16	0.0	0.08	0.13	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.14	0.22	0.08	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.17	0.0	0.16	0	0.17	0.0	0.11	0.32	0.0	0.0	0.0	0.12	0.0	0.19	0.0	0.0	0.0	0.25	0.08	0.0	0.16	0.38	0.0	0.0	0.18	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0	0.12	0.0	0.0	0.07	0.0	0.0	0.0	0	0	0.0	0	0.15	0.0	0.0	0.0	0.2	0.0	0.0	0.17	0.0	0.0	0.0	0	0.23	0.0	0.0	0.21	0.14	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.09	0.09	0.0	0.07	0.0	0.0	0.0	0.21	0.09	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.21	0.0	0.08	0.09	0.07	0.0	0.0	0.0	0.07	0.0	0.1	0.0	0.24	0.12	0.0	0.0	0	0.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06	0.11	0.11	0.1	0.0	0.25	0.0	0.11	0.0	0.12	0.0	0.1	0.0
NOTCH2:ENSG00000134250:E6.1-E7.1|ENSG00000134250:E6.1-E8.1	0.77	0	0.45	0.25	0.33	0.0	0.86	0.43	0	0	0.17	0.36	1.0	0	0.34	0.21	0	0	0.19	0.26	0.07	0.14	0.1	0	0.44	0.27	0.36	0.38	0	0.62	0.73	0.33	0.17	1.0	0	0.3	0	0.14	0	0.55	0	0.27	0.0	0.31	0	0.31	0	0.19	0	0	0	0.2	0.1	0.23	0.92	0	0	0.13	0	0.4	0.4	0.45	0	0	0.29	0.04	0.44	0	0.26	0	1.0	0	0.35	0.09	0	0.11	0	0	0.25	0	0	0.11	0	0.25	0.09	0	0.37	0	0	0	0.0	0.08	0	0.15	0	0	0	0.87	0	0	0.57	0.1	0.25	0	0.1	0	0	0.29	0	0	0.12	0.23	0.56	0.29	0	0.43	0	0.5	0.16	0	0	0.89	0	0	0	0.47	0.31	0	0.45	0	0	0.3	0	0.11	0.27	0.16	0	0.3	0	0.22	0	0.24	0	0.07	0.31	0	0.35	0	0	0.31	0.2	0.31	0	0	0	1.0	0.58	0	0	0	0	0.5	0.21	0	0.04	0.7	0.14	0.5	0.56	0.14	0	0.06	0.08	0.12	0	0.09	0.17
CEPT1:ENSG00000134255:E12.2-E13.1|ENSG00000134255:I12.1-E13.1	0.89	1.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	0	0.93	1.0	0	1.0	0.91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91	1.0	1.0	1.0	0.93	1.0	0	1.0	0.91	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0.91	1.0	0.88	0.71	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.87	0.77	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.84	1.0	1.0	1.0	1.0	1.0	0	1.0	0	1.0	1.0	1.0	0.66	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	0.89	0.84	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.85	0.95	1.0	1.0	1.0	0.8	1.0	1.0	0.92	1.0	1.0	1.0	1.0	1.0	0.9	1.0	1.0	0.95	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88	1.0	1.0	1.0	1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.86	1.0	1.0	1.0
